name,padrillo,yegua,genre,criador,auctionOrder,year,value,valueUSDB,p1,p2,p1_p2,eday,birth_eday
SHOULD BE,JOHN F KENNEDY (IRE),SHE'S MAGIC,Macho,Abolengo,32,2019,10000,9761.067,0.43864125,0.01874052,0.008220365,2019-07-31,2017-09-15
ULTRA DINAMICA,HURRICANE CAT (USA),UNA SEÑORA,Hembra,Vacacion,11,2021,18000,9757.343,0.70031196,0.030574037,0.021411363,2021-07-18,2019-10-12
BARBRA CANDY,SEÑOR CANDY (USA),LLEGO LA ESTRELLA,Hembra,San Lorenzo De Areco,34,2024,11000,9757,0.76392394,0.021867586,0.016705172,2024-04-22,2022-09-30
SEBI LLANO,SEBI HALO,BELLANET,Macho,El Paraiso,24,2019,440000,9745.293,0.7462443,0.037147075,0.027720794,2019-05-05,2017-09-08
MARLOW,MASTER OF HOUNDS (USA),I GUESS,Macho,El Paraiso,40,2019,440000,9745.293,0.7932409,0.053313628,0.04229055,2019-05-05,2017-09-14
SIKINOS,SEBI HALO,BRENTA PARODI,Macho,El Paraiso,16,2019,440000,9745.293,0.7407756,0.054235682,0.04017647,2019-05-05,2017-08-27
STORM CHASER,SEBI HALO,STORMY VAC,Macho,El Paraiso,19,2019,440000,9745.293,0.67067915,0.039533425,0.026514243,2019-05-05,2017-08-20
AWESOME BOY,CIMA DE TRIOMPHE (IRE),AWESOME ADELE (USA),Macho,Santa Ines,26,2024,13500,9743.479,0.66374844,0.05282052,0.035059538,2024-06-10,2022-07-23
LA ESPIRITUOSA,LEOFRIC (USA),KANKURA,Hembra,Los Turfistas,23,2024,13000,9741.909,0.36306417,0.028684266,0.010414229,2024-05-26,2022-07-30
MIDNIGHT MASK,MASK (USA),PAST MIDNIGHT (USA),Macho,Egalite De 9,16,2024,11000,9740.5,0.4039828,0.022996118,0.009290036,2024-04-21,2022-09-12
AIR JORDAN,PUERTO ESCONDIDO,JORDAN SHELBY (USA),Macho,El Mallin,25,2023,18000,9734.956,0.8294868,0.06640003,0.055077948,2023-04-11,2021-07-31
ENLOQUECEME,FRAGOTERO,ELISABETA,Macho,El Mallin,39,2023,18000,9734.956,0.81416595,0.056993224,0.04640194,2023-04-11,2021-08-28
AVENGERS,QUE VIDA BUENA,SHY VENGATIVA,Macho,Don Florentino,5,2021,1650000,9734.514,0.55399066,0.018438395,0.0102146985,2021-07-05,2019-08-29
SERVANTICA,VIOLENCE (USA),SHY SCHOLIL,Hembra,Avourneen,8,2019,420000,9733.487,0.80574363,0.02843907,0.0229146,2019-03-31,2017-08-16
FLOURISH,VIOLENCE (USA),FASHION MOON,Hembra,Avourneen,12,2019,420000,9733.487,0.71222335,0.027973747,0.019923557,2019-03-31,2017-09-30
KILLING TEACHER,LEGION DE HONOR,KILLING ME,Macho,Abolengo,14,2022,1980000,9729.7295,0.463526,0.120158784,0.055696722,2022-06-06,2020-07-11
REJAZZ,REMOTE (GB),ALLEY JAZZ (USA),Macho,Firmamento,7,2020,17500,9726.792,0.833231,0.13068257,0.10888877,2020-06-24,2018-07-28
KING SHILLINGS,TREASURE BEACH (GB),LA PEDRERA,Macho,Las Retamas,23,2023,20000,9721.459,0.7156522,0.04125285,0.029522695,2023-08-24,2021-08-27
OPIMA,CITYSCAPE (GB),OPEN SECRETS (USA),Hembra,La Providencia,21,2019,10000,9717.558,0.7081085,0.049565528,0.03509777,2019-05-31,2017-08-12
LANCELLOTE,FULL MAST (USA),LA NORMANDIA,Macho,La Providencia,19,2021,15500,9717.234,0.809216,0.043957785,0.035571344,2021-05-09,2019-07-27
TENTH BEACH,TREASURE BEACH (GB),TAINTED LOVE,Macho,Orilla Del Monte,12,2023,20000,9717.183,0.7263986,0.03172681,0.023046311,2023-05-09,2021-08-27
YOUR BEACH,TREASURE BEACH (GB),YOU'RE HISTORY,Macho,Orilla Del Monte,6,2023,20000,9717.183,0.625759,0.035068538,0.021944454,2023-05-09,2021-09-16
BAMBA CITY,CITYSCAPE (GB),THUNDER BAMBA,Macho,Firmamento,22,2018,370000,9706.191,0.8521362,0.13667431,0.11646513,2018-09-26,2016-07-30
MARIA'S SEATTLE,SEATTLE FITZ,MARIA'S JANE,Hembra,Firmamento,28,2018,370000,9706.191,0.6805187,0.059623145,0.040574662,2018-09-26,2016-08-09
COURRIER VAN,VAN NISTELROOY (USA),CURSI FITZ,Macho,Firmamento,5,2018,370000,9706.191,0.74365914,0.09943802,0.07394799,2018-09-26,2016-10-23
BELL SCAPE,CITYSCAPE (GB),BELL TOP,Hembra,Firmamento,45,2018,370000,9706.191,0.70145017,0.06616506,0.046411492,2018-09-26,2016-07-04
SENDA INDIA,SEBI HALO,AZUCENA MAIZANI,Hembra,El Paraiso,27,2022,1950000,9701.492,0.638304,0.04870146,0.031086337,2022-03-20,2020-09-18
SLAM DUNK,SEBI HALO,DAZZLE DARLIN (USA),Macho,El Paraiso,1,2022,1950000,9701.492,0.8465812,0.031394187,0.02657773,2022-03-20,2020-07-06
COVER LETTER,SEEK AGAIN (USA),COVET,Hembra,Carampangue,18,2022,17500,9686.513,0.6708869,0.027573053,0.018498398,2022-06-26,2020-09-20
FERDINANDO,BODEMEISTER (USA),FRUTIERA,Macho,La Pasion,24,2021,17500,9685.21,0.65636367,0.071586944,0.046987068,2021-06-25,2019-10-30
OPROBO,ENDORSEMENT (USA),OPERA BAY,Macho,Masama,9,2020,1200000,9677.419,0.7586409,0.027139904,0.020589441,2020-06-30,2018-09-03
MADRE TIERRA,HURRICANE CAT (USA),LA GAIA,Hembra,La Quebrada,14,2023,20000,9675.807,0.6719877,0.06833895,0.045922935,2023-05-05,2021-07-27
HOPE AND GLORY,GRAND REWARD (USA),FIRST HOPE,Macho,La Quebrada,2,2023,20000,9675.807,0.6939086,0.045770038,0.031760223,2023-05-05,2021-10-16
HAPPY SIXTEEN,HURRICANE CAT (USA),SWEET SIXTEEN,Hembra,La Quebrada,15,2023,20000,9675.807,0.69891995,0.040376537,0.028219966,2023-05-05,2021-07-13
MESIANICO BOY,SUGGESTIVE BOY,MISIADURA GLORY,Macho,La Esperanza,1,2023,20000,9672.707,0.7593565,0.056861993,0.043178525,2023-05-11,2021-09-24
ELUDIBLE GIRL,COSMIC TRIGGER,ELUDIBLE,Hembra,Abolengo,2,2023,7050000,9657.534,0.4687869,0.029780764,0.013960832,2023-08-31,2021-10-01
SAVED AGAIN,SEEK AGAIN (USA),SALVAGUARDIA,Hembra,Carampangue,11,2021,18000,9641.109,0.7058621,0.051941022,0.0366632,2021-09-19,2019-10-23
DANCING STYLE,SEEK AGAIN (USA),DANCING FASHION,Macho,Carampangue,8,2021,18000,9641.109,0.5802391,0.045844946,0.026601031,2021-09-19,2019-09-18
JIN JIN,FULL MAST (USA),JINZHOU,Hembra,La Providencia,18,2023,20000,9638.105,0.84646845,0.064418525,0.054528248,2023-05-08,2021-09-21
LE BATEAU,INTERACTION,LE YACA (CHI),Macho,Pozo De Luna,17,2022,16500,9637.995,0.72037256,0.08279321,0.059641957,2022-06-12,2020-10-20
REACH THE STARS,REMOTE (GB),REGATEA,Hembra,Vacacion,19,2021,15500,9637.534,0.61498576,0.07524214,0.046272844,2021-05-22,2019-08-29
PABLINHO,HURRICANE CAT (USA),TONINHA,Macho,El Mallin,5,2020,18000,9633.707,0.8154487,0.051054288,0.041632153,2020-07-23,2018-08-05
HAPPY AMPARO,HI HAPPY,ANGEL DEL TALA,Hembra,Cortines,15,2024,11000,9633.169,0.5731732,0.044945512,0.025761563,2024-04-18,2022-07-17
LETRA CHICA,LE BLUES,ART REMIX,Hembra,El Paraiso,36,2021,15500,9625.188,0.51597637,0.14728618,0.07599619,2021-04-24,2019-08-10
HURACAN SI,SILENTIO (USA),STORMY DELTA,Macho,Vadarkblar,13,2022,16500,9618.941,0.63296694,0.02710028,0.017153582,2022-05-08,2020-07-08
ALMORAL,ANGIOLO,SUSKEHANNA,Macho,El Paraiso,4,2021,18000,9613.712,0.70722723,0.04768103,0.033721324,2021-09-26,2019-10-25
LEAR BLUE,LE BLUES,SERAS MI VIDA,Macho,El Paraiso,10,2021,18000,9613.712,0.58351266,0.11175641,0.06521128,2021-09-26,2019-09-03
ADONDE QUIERAS,ANGIOLO,AS YOU WISH,Hembra,El Paraiso,5,2019,400000,9610.765,0.7503354,0.049128126,0.03686257,2019-03-24,2017-10-21
SUMMER IN HALO,SEBI HALO,TATOO YOU (USA),Hembra,El Paraiso,2,2019,400000,9610.765,0.4847262,0.049494345,0.023991205,2019-03-24,2017-09-23
MARC TV,MARCONI (USA),TELENOVELA (BRZ),Macho,La Generacion,39,2024,11000,9604.878,0.710309,0.034169238,0.024270719,2024-05-07,2022-09-02
BEACH SONG,TREASURE BEACH (GB),CORREIA,Macho,Don Teodoro,18,2024,11000,9604.878,0.55426866,0.026662027,0.014777926,2024-05-07,2022-08-14
TALENTED HIT,HIT IT A BOMB (USA),TALENTED GIRL,Macho,Firmamento,60,2023,20000,9602.035,0.62429446,0.058908205,0.036776066,2023-05-19,2021-09-06
HIT CASH,HIT IT A BOMB (USA),JANE CASH,Hembra,Firmamento,57,2023,20000,9602.035,0.77965957,0.11592504,0.09038206,2023-05-19,2021-07-10
EMMA ETHIQUETA,EMMANUEL,ETHIC BABY,Hembra,La Generacion,79,2023,20000,9602.035,0.63833445,0.0057664807,0.0036809433,2023-05-19,2021-10-19
ALAS TRIGGER,COSMIC TRIGGER,TOUGHT LADY,Macho,Juan Antonio,55,2023,20000,9602.035,0.6109485,0.033083912,0.020212566,2023-05-19,2021-07-28
ELEGIDO DADDY,DADDY LONG LEGS (USA),ELUDIBLE,Macho,Abolengo,15,2022,21000,9600.813,0.5917824,0.07717188,0.04566896,2022-08-02,2020-08-26
AMANTE TROVADOR,ANGIOLO,SERAS MI VIDA,Macho,El Paraiso,62,2023,19500,9599.112,0.7943748,0.05364896,0.042617384,2023-04-23,2021-09-23
GOING NORTH,HI HAPPY,GOING,Hembra,La Providencia,25,2022,16500,9591.65,0.74731994,0.05303724,0.03963579,2022-05-15,2020-08-09
EARLY WIN,COSMIC TRIGGER,SING MY NAME,Hembra,Abolengo,19,2023,18000,9589.208,0.5867187,0.04253686,0.024957169,2023-07-09,2021-08-29
DAMA PURA,LUCULLAN (USA),PURE DAME,Hembra,Rodeo Chico,14,2023,18000,9589.033,0.568399,0.046990033,0.026709089,2023-03-30,2021-09-30
INDIA MALINCHE,ANGIOLO,LA ANUNCIACION,Hembra,Tres Jotas,24,2023,20000,9576.131,0.43472302,0.049787167,0.021643627,2023-05-21,2021-08-07
TOMA NOTA,SEÑOR CANDY (USA),TARAGOSA,Hembra,Vacacion,19,2024,13500,9575.581,0.482391,0.040277958,0.019429725,2024-06-18,2022-10-26
FOREMAN BOSS,HOLY BOSS (USA),FONTIENNE,Macho,La Leyenda,7,2020,19000,9572.238,0.64398015,0.08652491,0.055720326,2020-10-07,2018-09-07
UNSAID,SEÑOR CANDY (USA),UNA PANZADA,Macho,El Turf,14,2023,18000,9565.093,0.7524913,0.04673633,0.03516868,2023-07-06,2021-08-12
LA REMOTA,REMOTE (GB),LA VISITACION,Hembra,Vacacion,35,2018,270000,9564.294,0.55263597,0.077473044,0.042814393,2018-07-31,2016-07-16
MIRALO BIEN,DADDY LONG LEGS (USA),HEREDIA,Macho,Juan Antonio,46,2024,14000,9561.481,0.5480139,0.026865149,0.014722476,2024-06-28,2022-11-02
WIZZY PLUS,LIZARD ISLAND (USA),WIZZ AIR,Macho,La Pasion,17,2024,14000,9561.481,0.792932,0.0629499,0.04991499,2024-06-28,2022-07-13
EL GAZPACHO,BODEMEISTER (USA),GAZPACHA,Macho,La Pasion,5,2022,16500,9552.106,0.8282296,0.029646322,0.024553962,2022-04-29,2020-07-25
MARCADOR OFICIAL,DANIEL BOONE (BRZ),MALIBU HONEY,Macho,Santa Maria De Araras,30,2022,16500,9549.429,0.81820637,0.19380936,0.15857606,2022-04-11,2020-07-02
MY KINGDOM,DANIEL BOONE (BRZ),MINERVA,Macho,Santa Maria De Araras,29,2023,18000,9544.56,0.7469949,0.09799757,0.07320368,2023-04-02,2021-08-07
AMIGUITA VERSERA,TODO UN AMIGUITO,SOUTH VERSERA,Hembra,Don Nico,11,2023,20000,9532.295,0.61930716,0.016220316,0.010045358,2023-05-06,2021-11-12
LOYAL LADY,TRUE CAUSE (USA),LA VENTURANZA,Hembra,Santa Rita,23,2022,17000,9530.158,0.5956444,0.0101575805,0.006050306,2022-04-25,2020-10-02
RANGEL,HURRICANE CAT (USA),REINA DEL ROMANCE,Macho,Vacacion,16,2022,16500,9522.223,0.7135138,0.066754624,0.047630344,2022-05-19,2020-07-16
TWIN VIC,VICTOR SECURITY,TWIN CITIES,Macho,Vikeda,12,2022,16500,9522.223,0.58741266,0.020504419,0.0120445555,2022-05-19,2020-08-04
FORO BOARIO,DANIEL BOONE (BRZ),FUNK DANCE,Macho,Santa Maria De Araras,8,2021,14500,9522.0205,0.7125585,0.09327841,0.066466324,2021-04-12,2019-09-24
GLORIOSO TURCO,SANTILLANO,LA GLORY,Macho,El Arroyo,13,2022,2760000,9517.241,0.5399813,0.015556556,0.008400249,2022-08-22,2020-09-12
SIRIRI PAMPA,SEIZE (USA),SCHOOL INC,Macho,Alborada,8,2022,1950000,9512.195,0.64096594,0.027894152,0.017879201,2022-05-23,2020-09-18
ESPLENDID HIT,HIT IT A BOMB (USA),ESPLENDIDA GLORY,Macho,Firmamento,33,2023,20000,9501.809,0.78582054,0.078861006,0.0619706,2023-05-16,2021-07-05
CREATIVE BEACH,TREASURE BEACH (GB),COPPER,Hembra,La Leyenda,17,2023,20000,9501.809,0.78944725,0.08779236,0.06930744,2023-05-16,2021-07-08
LINDA LINDA,HURRICANE CAT (USA),LINDA RAGAZZA,Hembra,El Mallin,22,2023,20000,9501.809,0.63583726,0.090468906,0.0575235,2023-05-16,2021-08-23
TOP ONE RIM,REMOTE (GB),TOP ONE STEP,Macho,Firmamento,23,2023,20000,9501.809,0.7574692,0.07313618,0.0553984,2023-05-16,2021-07-17
HIT IT A LODE,HIT IT A BOMB (USA),DISTINGUIDA LODE,Hembra,Firmamento,9,2023,20000,9501.809,0.7455426,0.10830511,0.08074607,2023-05-16,2021-08-27
FAHDA,ZENSATIONAL (USA),FAST STEP,Hembra,Avourneen,11,2019,410000,9501.737,0.88567626,0.021019543,0.01861651,2019-03-31,2017-09-08
JOY MALEVO,FORTIFY (USA),STORMY NINFA,Macho,Santa Rita,2,2020,17500,9496.208,0.6147408,0.053293195,0.0327615,2020-08-24,2018-10-03
EQUAL RULER,EQUAL STRIPES,FERMEZZA,Macho,Santa Rita,11,2020,17500,9496.208,0.6885906,0.018053552,0.012431506,2020-08-24,2018-10-09
MASTERMINK,SEEK AGAIN (USA),MONOTONA,Macho,Avourneen,6,2022,16500,9492.219,0.8019046,0.02305817,0.018490454,2022-04-10,2020-10-16
FINA LINEA,LEOFRIC (USA),FONETIC STRIPES,Hembra,Los Turfistas,27,2024,12500,9488.188,0.29030693,0.023707144,0.006882348,2024-09-10,2022-08-18
JARDIN DE BOBOLI,ANGIOLO,ACTUADA,Macho,Tres Jotas,11,2021,15300,9486.041,0.7268309,0.050208032,0.03649275,2021-05-16,2019-09-16
FULL DREAM,FULL MAST (USA),IRISH DREAM (USA),Macho,Tres Jotas,36,2021,15300,9486.041,0.8738614,0.034134354,0.029828694,2021-05-16,2019-08-20
SEX BOMB,FALLING SKY (USA),LIVING SEXY,Hembra,Don Florentino,18,2022,2000000,9478.673,0.55651176,0.022263914,0.01239013,2022-04-26,2020-07-12
OLYMPIC GAMES,FALLING SKY (USA),LLAMA OLIMPICA,Macho,Don Florentino,10,2022,2000000,9478.673,0.6320738,0.03318222,0.020973612,2022-04-26,2020-07-26
MASSAI MARA,SEAHENGE (USA),SANTA CROCCE,Hembra,Vacacion,12,2023,19000,9463.392,0.70167285,0.04979962,0.03494304,2023-07-31,2021-10-08
CAMPARINO,IN THE DARK,CALLIA,Macho,Vacacion,7,2023,19000,9463.392,0.74761325,0.070092164,0.05240183,2023-07-31,2021-07-18
LINDA TABLET,LENOVO,BARACA NISTEL,Hembra,San Lorenzo De Areco,17,2020,17500,9461.771,0.7279014,0.01656791,0.012059805,2020-09-21,2018-09-29
JULIA KEY,KEY DEPUTY (USA),JULIA NOV,Hembra,Firmamento,3,2019,10000,9456.808,0.7087265,0.092999905,0.0659115,2019-08-28,2017-10-26
LAERTE,ORPEN (USA),LA KARITA,Macho,Santa Ines,21,2019,10000,9456.808,0.7624449,0.053985186,0.04116073,2019-08-28,2017-09-30
LARGO MAN,MANIPULATOR (USA),LARGAMIRA,Macho,NN Criador,9,2021,15200,9456.628,0.6273573,0.014328633,0.008989173,2021-05-03,2019-08-06
FEST KING,DANIEL BOONE (BRZ),FEEL THE BEST,Macho,Santa Maria De Araras,23,2021,14400,9456.352,0.80128384,0.08309512,0.06658278,2021-04-12,2019-09-14
EL EXITO,IL CAMPIONE (CHI),SERENITY JANE,Macho,El Paraiso,23,2022,1900000,9452.736,0.84580433,0.07622371,0.06447034,2022-03-20,2020-10-08
NEW GIFT,IN THE DARK,NOT FOR TOUCH,Hembra,Vacacion,18,2021,15200,9451.001,0.6610226,0.038023848,0.025134623,2021-05-22,2019-07-31
KING SLEW,CAMPANOLOGIST (USA),MISS SLEW,Macho,Firmamento,17,2018,360000,9443.861,0.7820213,0.06663826,0.05211254,2018-09-26,2016-09-11
ADAPTER,ANGIOLO,DARLA,Hembra,El Paraiso,58,2021,15200,9438.895,0.7468648,0.02226536,0.016629213,2021-04-24,2019-10-02
DAMON HILL,VICTOR SECURITY,DAMA DEL SUR,Macho,Zoraida,17,2022,1920000,9434.89,0.62946355,0.010887781,0.0068534613,2022-06-06,2020-09-30
ENJOY SILENCE,IL CAMPIONE (CHI),BARGAIN HUNTER,Hembra,Triple Alliance,7,2022,20000,9425.367,0.77995604,0.022486035,0.01753812,2022-08-25,2020-10-24
MATHOMARK,EL MOISES,MUESTRA GRATIS,Macho,Esece,46,2022,20000,9425.367,0.5921302,0.020430645,0.012097602,2022-08-25,2020-10-02
BRIBON,ORPEN (USA),BURG ANIÑADA,Macho,El Chanar,1,2022,20000,9425.367,0.6822579,0.03596882,0.024540013,2022-08-25,2020-10-15
PERSONAL LIFE,COSMIC TRIGGER,PERSONAL SALE,Hembra,Abolengo,16,2021,17000,9416.527,0.48475283,0.017625904,0.008544207,2021-06-27,2019-10-09
MIDNIGHT RUNNER,FORGE (GB),ROMAN VIRGIN,Macho,Carampangue,19,2022,17000,9409.755,0.8022052,0.03854014,0.0309171,2022-06-26,2020-09-08
SPECIAL RESERVE,FULL MAST (USA),SPANISH GUITAR (BRZ),Macho,La Providencia,12,2020,17000,9409.746,0.59309834,0.05200792,0.030845812,2020-06-21,2018-08-18
TORRE DE MAR,MOOTASADIR (GB),MADRIGALIA,Hembra,El Paraiso,50,2024,11000,9402.885,0.5739429,0.057755742,0.033148497,2024-04-28,2022-09-21
SABADELL,SPRINGDOM,BETSY LISSA,Macho,El Paraiso,76,2024,11000,9402.885,0.6578834,0.069949806,0.046018817,2024-04-28,2022-08-27
SOY TAIMADO,SEIZE (USA),JUANA ASTUTA,Macho,Alborada,5,2023,4600000,9397.344,0.5461573,0.00856407,0.004677329,2023-05-23,2021-09-07
FORA DE SERIE,HI HAPPY,FOLIONA,Macho,La Providencia,20,2023,19500,9397.153,0.78583425,0.0726036,0.057054393,2023-05-08,2021-08-07
LUCKY MACHINE,BODEMEISTER (USA),LUCKY MAMMA,Hembra,La Pasion,14,2022,17000,9396.752,0.76493585,0.04065053,0.031095048,2022-06-24,2020-09-19
LE CHAT MIMOUS,BODEMEISTER (USA),LE CHAT ASSASSIN,Macho,La Pasion,13,2022,17000,9396.752,0.7327238,0.03640784,0.02667689,2022-06-24,2020-09-18
AMBAR ROSE,ANGIOLO,ROSE OF GRACE,Hembra,El Paraiso,3,2020,17000,9391.285,0.64642245,0.07304565,0.047218345,2020-06-28,2018-08-07
FARFAN,STORM EMBRUJADO,FARNETA,Macho,Santa Ines,28,2024,13000,9382.608,0.71305823,0.034767907,0.024791542,2024-06-10,2022-09-04
ELINA REGIA,IL CAMPIONE (CHI),SOY REGINA,Hembra,El Paraiso,57,2021,15100,9376.797,0.7123141,0.040583286,0.028908048,2021-04-24,2019-07-26
AMARAJE,SUGGESTIVE BOY,AMAYA,Macho,Carampangue,18,2021,17500,9373.301,0.7198487,0.07758366,0.055848498,2021-09-19,2019-08-16
REGINALDO,HURRICANE CAT (USA),REGINETA,Macho,Vacacion,4,2020,16750,9372.393,0.677904,0.05556686,0.037668996,2020-06-14,2018-08-09
JET RISK,SECURITY RISK (USA),JELLYBY,Macho,Stud St. Valentine,34,2022,17000,9370.283,0.32559106,0.0071297917,0.0023213965,2022-03-22,2019-10-13
TAJAI,LIZARD ISLAND (USA),TAHITIAN,Hembra,Stud St. Valentine,31,2022,17000,9370.283,0.68366235,0.020148776,0.01377496,2022-03-22,2019-09-26
GAMBERI,ZENSATIONAL (USA),GAZPACHA,Macho,La Pasion,77,2019,430000,9368.191,0.7559367,0.017934225,0.013557139,2019-05-16,2017-10-25
EXACT SOUND,LONG ISLAND SOUND (USA),EXACT TIME,Macho,Abolengo,33,2022,16000,9358.503,0.6234565,0.049219072,0.03068595,2022-05-22,2020-08-31
MORE THAN FRIEND,JOHN F KENNEDY (IRE),MINDY,Hembra,Abolengo,34,2022,16000,9358.503,0.71204466,0.023634715,0.016828973,2022-05-22,2020-08-20
LA PRIMAVERAL,HI HAPPY,LADY FORTUNE,Hembra,Vacacion,88,2022,17000,9356.7705,0.50441694,0.05942337,0.029974153,2022-03-27,2020-08-24
MI DADDY,DADDY LONG LEGS (USA),MIA PAPA (USA),Macho,Pozo De Luna,10,2024,11500,9356.108,0.68923557,0.05602873,0.038616993,2024-05-19,2022-11-16
JEFE TOUAREG,TOUAREG,JEZEBEL,Macho,Don Florentino,8,2023,4560000,9353.846,0.46519923,0.040526647,0.018852966,2023-05-22,2021-07-16
LOOK PORTAL,PORTAL DEL ALTO,NEVADA STRIPES,Macho,Pozo De Luna,21,2022,16000,9345.935,0.33218858,0.009778356,0.0032482583,2022-06-12,2020-10-15
VUNDU,SUGGESTIVE BOY,VENERANCIA,Macho,Pozo De Luna,8,2022,16000,9345.935,0.86305386,0.18988748,0.16388312,2022-06-12,2020-09-24
ALDEANO VIOLENTO,VIOLENCE (USA),AL DURRAH (USA),Macho,El Mallin,158,2019,420000,9343.715,0.6873384,0.052329633,0.035968166,2019-06-06,2017-09-27
TODA BIEN,REMOTE (GB),TODO PARA BIEN,Hembra,Embrujo,148,2019,420000,9343.715,0.5891114,0.014210915,0.008371812,2019-06-06,2017-10-08
SUGAR MISS,DANIEL BOONE (BRZ),SUGAR APPLE,Hembra,Santa Maria De Araras,24,2024,10000,9340.206,0.52986515,0.05545676,0.029384606,2024-04-07,2022-07-13
BATTLEFIELD,HELIOSTATIC (IRE),BY MOONLIGHT,Macho,Santa Maria De Araras,35,2024,10000,9340.206,0.5353364,0.051220976,0.027420452,2024-04-07,2022-10-21
SHIMONA,HURRICANE CAT (USA),BURG REIN,Hembra,Embrujo,141,2021,15000,9331.684,0.56655085,0.04308928,0.024412269,2021-05-21,2019-09-27
ALBERTO DE MONACO,HURRICANE CAT (USA),MISS GRACE,Macho,El Mallin,148,2021,15000,9331.684,0.7436295,0.1437952,0.10693036,2021-05-21,2019-09-27
DOM EMBRUJO,STORM EMBRUJADO,THIS IS CRAZY  (AUS),Macho,La Leyenda,109,2021,15000,9331.684,0.5352183,0.037386864,0.020010134,2021-05-21,2019-09-23
TRAMINER,HI HAPPY,TAURANGA,Macho,Santa Ines,12,2022,20000,9329.593,0.6224722,0.046678454,0.02905604,2022-08-17,2020-08-05
TORDO ESCONDIDO,PUERTO ESCONDIDO,MISS TROVA,Macho,El Mallin,27,2022,16000,9318.079,0.4720761,0.02182998,0.010305411,2022-05-10,2020-09-04
QUEENWOOD,PUERTO ESCONDIDO,QUEEN DORIA,Macho,Santa Ines,30,2022,16000,9318.079,0.55172175,0.043513,0.024007069,2022-05-10,2020-08-24
BOOBY HATCH,SEBI HALO,LA MONTALVAN,Macho,La Nora,33,2021,15500,9315.162,0.79232335,0.019109627,0.015141004,2021-06-15,2019-08-20
SOBREPIQUE,SEBI HALO,ALAS NIVEAS,Macho,El Paraiso,66,2021,15000,9314.699,0.6860601,0.041705493,0.028612474,2021-04-24,2019-08-30
AMANDA SUR,ANGIOLO,SECOURS,Hembra,El Paraiso,71,2021,15000,9314.699,0.6729807,0.036072526,0.024276115,2021-04-24,2019-08-13
BLESS VISION,EQUAL TALENT,THE VISION,Hembra,San Lorenzo De Areco,33,2024,10500,9313.5,0.77228236,0.010374233,0.0080118375,2024-04-22,2022-08-07
HI HAT,FULL MAST (USA),HIPODAMIA,Macho,La Providencia,26,2022,16000,9300.994,0.7798585,0.042081326,0.032817483,2022-05-15,2020-10-08
MALLOW,SUGGESTIVE BOY,DAYLIGHTS,Macho,Tres Jotas,19,2021,15000,9300.04,0.7692455,0.028587403,0.021990731,2021-05-16,2019-08-07
CENTENIAL,SAFETY CHECK (IRE),CIENCIA OCULTA,Macho,El Turf,18,2023,17500,9299.396,0.78077185,0.050600506,0.039507452,2023-07-06,2021-08-19
DONA GE,STORM EMBRUJADO,WESTERN INDY (USA),Hembra,La Leyenda,88,2022,16000,9274.633,0.532425,0.03132748,0.016679533,2022-05-12,2020-08-22
KISS YOU,SEAHENGE (USA),GIANT KNITTER,Macho,Embrujo,110,2022,16000,9274.633,0.58597016,0.04540265,0.026604598,2022-05-12,2020-09-04
DISCEPOLA,EQUAL STRIPES,DIA DE LA MADRE,Hembra,El Doguito,9,2019,9500,9273.015,0.66566455,0.012427446,0.008272511,2019-07-31,2017-11-09
BELLA MELODIA,REMOTE (GB),BEAUTY MUSIC,Hembra,Vacacion,34,2019,9500,9273.015,0.6879532,0.03814117,0.026239337,2019-07-31,2017-10-12
MASTER BET,MASTER OF HOUNDS (USA),SAFE BET,Macho,El Paraiso,72,2022,16000,9270.022,0.6579847,0.029216975,0.019224321,2022-05-01,2020-09-17
VA COCOUA,VASTAGO SALVAJE,JUANA PAMPERA,Hembra,Alborada,23,2022,1900000,9268.293,0.45620793,0.007233919,0.0033001713,2022-05-23,2020-09-01
RITMO ESENCIAL,REMOTE (GB),MISS ESENCIAL,Hembra,Firmamento,21,2019,10000,9255.289,0.8154617,0.06035036,0.049213406,2019-09-24,2017-09-21
EL OPULENTO,GREENSPRING (USA),LA CHERIE,Macho,San Lorenzo De Areco,14,2022,16500,9249.859,0.46866685,0.017490376,0.0081971595,2022-04-25,2020-09-15
WAN ZUN KEY,KEY DEPUTY (USA),KWANZAN (USA),Hembra,Firmamento,32,2019,400000,9248.555,0.6934029,0.10897056,0.0755605,2019-04-05,2017-09-23
HAPPY TINTORETTA,HI HAPPY,LA TINTORETTA,Hembra,Firmamento,20,2023,21000,9245.946,0.80788016,0.09220768,0.07449275,2023-09-29,2021-07-16
BACARELA,IN THE DARK,BASTILLANA,Hembra,Vacacion,22,2020,16500,9232.506,0.5286389,0.03355416,0.017738033,2020-06-14,2018-10-04
CALUABY,CITYSCAPE (GB),CANDY SOLA (BRZ),Hembra,La Providencia,14,2019,9500,9231.68,0.75311226,0.04119995,0.031028187,2019-05-31,2017-07-29
COPADA GIRL,SUGGESTIVE BOY,CALORIA ROY,Hembra,La Esperanza,44,2023,18000,9231,0.7589055,0.05349836,0.0406002,2023-06-23,2021-09-17
GAIOS,IL MERCATO,GREY'S ANATOMY,Macho,La Pasion,8,2023,18000,9231,0.69148177,0.043126196,0.029820979,2023-06-23,2021-10-15
